record_id,age_group_code,city_tier_code,income_q_code,edu_level_code,age_group_label,city_tier_label,income_q_label,edu_level_label,household_size,purchase_freq_per_month,transaction_value_inr,digital_literacy_score,consumer_awareness_index,price_sensitivity,product_availability,age_scaled,tier_scaled,income_scaled,perceived_quality,adoption_score,adoption_binary
3077,0,0,2,1,18-25,Tier-1,40_60pct,Secondary,6,7.491,803.94,0.6175,0.5393,0.535,0.7172,1.0,1.0,0.5,0.4468,0.654,1
3078,0,0,0,3,18-25,Tier-1,Top_20pct,Postgraduate,6,4.377,1543.09,0.6007,0.9299,0.6488,0.6064,1.0,1.0,1.0,0.2529,0.7116,1
3079,4,1,2,1,55+,Tier-2,40_60pct,Secondary,7,2.743,483.36,0.3743,0.4491,0.634,0.3782,0.0,0.5,0.5,0.5345,0.3406,0
3080,2,2,1,1,36-45,Tier-3,60_80pct,Secondary,4,2.631,,0.9481,0.4721,0.6881,0.271,0.5,0.0,0.75,0.4235,0.4024,0
3081,3,2,3,1,46-55,Tier-3,20_40pct,Secondary,4,16.665,1669.4,0.5678,0.5413,0.5015,0.3801,0.25,0.0,0.25,0.5918,0.2937,0
3082,0,1,3,2,18-25,Tier-2,20_40pct,Graduate,4,2.301,610.25,0.6624,0.6488,0.6448,0.3868,1.0,0.5,0.25,0.4563,0.4563,0
3083,2,0,2,3,36-45,Tier-1,40_60pct,Postgraduate,3,3.371,712.63,0.7628,0.7728,0.5592,0.655,0.5,1.0,0.5,0.5621,0.5975,1
3084,2,1,0,1,36-45,Tier-2,Top_20pct,Secondary,6,1.428,2204.29,0.1068,0.4715,0.7045,0.516,0.5,0.5,1.0,0.6397,0.5601,1
3085,2,0,2,1,36-45,Tier-1,40_60pct,Secondary,2,1.46,475.09,0.8627,0.4833,0.776,0.6651,0.5,1.0,0.5,0.2634,0.4975,0
3086,1,0,3,2,26-35,Tier-1,20_40pct,Graduate,1,2.202,1352.22,0.0968,0.7556,0.6217,0.5314,0.75,1.0,0.25,0.4797,0.647,1
3087,0,2,1,3,18-25,Tier-3,60_80pct,Postgraduate,4,12.937,1237.31,0.6596,0.8588,0.5644,0.3001,1.0,0.0,0.75,0.378,0.5147,1
3088,2,0,2,1,36-45,Tier-1,40_60pct,Secondary,2,2.525,813.05,0.1371,0.5803,0.6219,0.7064,0.5,1.0,0.5,0.5339,0.628,1
3089,1,0,4,0,26-35,Tier-1,Bottom_20pct,Below_Secondary,4,4.018,756.24,0.6781,0.394,0.5498,0.5858,0.75,1.0,0.0,0.5984,0.4504,0
3090,1,1,1,1,26-35,Tier-2,60_80pct,Secondary,4,3.946,171.91,0.2788,0.4387,0.725,0.5462,0.75,0.5,0.75,0.5124,0.5304,1
3091,4,1,1,2,55+,Tier-2,60_80pct,Graduate,6,4.375,3570.52,0.1902,0.4929,0.556,0.4672,0.0,0.5,0.75,0.3773,0.352,0
3092,1,0,1,1,26-35,Tier-1,60_80pct,Secondary,1,8.575,550.63,0.4926,,0.74,0.6278,0.75,1.0,0.75,0.5097,0.4191,0
3093,3,0,2,1,46-55,Tier-1,40_60pct,Secondary,2,11.573,1166.35,0.0543,0.5503,0.6885,0.6334,0.25,1.0,0.5,0.6814,0.4865,0
3094,0,0,4,0,18-25,Tier-1,Bottom_20pct,Below_Secondary,4,1.171,1621.84,0.5874,0.6162,0.5515,0.7863,1.0,1.0,0.0,0.6516,0.7321,1
3095,2,1,2,2,36-45,Tier-2,40_60pct,Graduate,6,9.847,923.3,0.9455,0.5915,0.6666,0.497,0.5,0.5,0.5,0.5075,0.4569,0
3096,4,0,1,3,55+,Tier-1,60_80pct,Postgraduate,3,3.967,2071.12,0.6555,0.7308,0.5385,0.6042,0.0,1.0,0.75,0.4634,0.6227,1
3097,0,1,2,3,18-25,Tier-2,40_60pct,Postgraduate,4,12.916,1517.73,0.5086,0.8089,0.6439,0.4075,1.0,0.5,0.5,0.4203,0.6437,1
3098,0,1,2,2,18-25,Tier-2,40_60pct,Graduate,6,12.394,127.36,0.7813,0.6211,0.5568,0.3717,1.0,0.5,0.5,0.6042,0.5836,1
3099,1,2,2,2,26-35,Tier-3,40_60pct,Graduate,2,2.467,652.59,0.9525,0.6759,0.8012,0.3191,0.75,0.0,0.5,0.3825,0.4379,0
3100,0,0,0,1,18-25,Tier-1,Top_20pct,Secondary,5,5.276,97.92,0.9458,0.4671,0.6379,0.6084,1.0,1.0,1.0,0.6001,0.5223,1
3101,2,0,2,2,36-45,Tier-1,40_60pct,Graduate,4,10.256,514.51,0.4734,0.6265,0.6908,0.654,0.5,1.0,0.5,0.4301,0.5545,1
3102,3,1,2,0,46-55,Tier-2,40_60pct,Below_Secondary,3,2.428,307.12,0.1838,0.1487,0.6426,0.3683,0.25,0.5,0.5,0.5816,0.2967,0
3103,1,1,0,2,26-35,Tier-2,Top_20pct,Graduate,3,1.0,286.08,0.6876,0.5921,0.6405,0.4585,0.75,0.5,1.0,0.5839,0.5169,1
3104,1,0,2,3,26-35,Tier-1,40_60pct,Postgraduate,4,2.23,763.89,0.4713,0.743,0.5873,0.5872,0.75,1.0,0.5,0.4347,0.6179,1
3105,1,1,4,3,26-35,Tier-2,Bottom_20pct,Postgraduate,2,2.274,1199.33,0.6653,0.8137,0.6338,0.4576,0.75,0.5,0.0,0.6244,0.6039,1
3106,2,0,1,2,36-45,Tier-1,60_80pct,Graduate,7,8.219,154.37,0.747,,0.6018,0.7735,0.5,1.0,0.75,0.6655,0.648,1
3107,0,0,4,2,18-25,Tier-1,Bottom_20pct,Graduate,4,1.853,,0.8441,0.7323,0.6177,0.8008,1.0,1.0,0.0,0.4998,0.7777,1
3108,2,1,0,3,36-45,Tier-2,Top_20pct,Postgraduate,3,11.221,,0.8448,0.6582,0.5925,0.5268,0.5,0.5,1.0,0.5438,0.5942,1
3109,2,0,3,1,36-45,Tier-1,20_40pct,Secondary,4,3.977,626.79,0.8075,0.3633,0.546,0.7444,0.5,1.0,0.25,0.784,0.5722,1
3110,2,2,0,2,36-45,Tier-3,Top_20pct,Graduate,3,4.411,614.88,0.4249,0.7102,0.6889,0.4693,0.5,0.0,1.0,0.4209,0.4857,0
3111,1,1,1,1,26-35,Tier-2,60_80pct,Secondary,5,8.226,140.98,0.7416,0.4277,0.7751,0.3207,0.75,0.5,0.75,0.3532,0.3658,0
3112,2,1,2,3,36-45,Tier-2,40_60pct,Postgraduate,4,1.0,366.6,0.6073,0.6304,0.54,0.6466,0.5,0.5,0.5,0.5122,0.5813,1
3113,0,0,2,0,18-25,Tier-1,40_60pct,Below_Secondary,1,1.0,255.13,0.7079,0.4842,0.7528,0.6396,1.0,1.0,0.5,0.4548,0.5693,1
3114,0,1,3,1,18-25,Tier-2,20_40pct,Secondary,4,1.0,354.81,,0.4653,0.5187,0.5786,1.0,0.5,0.25,0.3735,0.5552,1
3115,3,0,2,2,46-55,Tier-1,40_60pct,Graduate,3,1.0,1155.17,0.4508,0.7713,0.4319,,0.25,1.0,0.5,0.3241,0.6296,1
3116,2,2,2,1,36-45,Tier-3,40_60pct,Secondary,7,6.018,322.88,0.3861,0.4537,0.5028,0.4324,0.5,0.0,0.5,0.4775,0.4994,0
3117,0,2,4,1,18-25,Tier-3,Bottom_20pct,Secondary,2,1.405,938.61,0.8664,0.5215,0.5808,0.3072,1.0,0.0,0.0,0.6921,0.5396,1
3118,1,0,2,2,26-35,Tier-1,40_60pct,Graduate,3,9.739,1141.83,0.8297,0.7513,0.6463,0.5466,0.75,1.0,0.5,0.5129,0.5374,1
3119,0,0,1,2,18-25,Tier-1,60_80pct,Graduate,5,10.723,812.2,0.33,0.6714,0.7777,0.647,1.0,1.0,0.75,0.534,0.6466,1
3120,1,0,0,1,26-35,Tier-1,Top_20pct,Secondary,2,2.201,3981.4,0.5577,,0.6276,0.6418,0.75,1.0,1.0,0.5357,0.4747,0
3121,1,1,1,2,26-35,Tier-2,60_80pct,Graduate,1,1.083,864.46,0.5492,0.4974,0.6599,0.4981,0.75,0.5,0.75,0.5068,0.4165,0
3122,0,1,3,2,18-25,Tier-2,20_40pct,Graduate,1,3.454,,0.6875,0.8399,0.5734,0.4223,1.0,0.5,0.25,0.5194,0.608,1
3123,1,2,0,2,26-35,Tier-3,Top_20pct,Graduate,5,8.459,3580.89,0.7958,0.7078,0.5991,0.2815,0.75,0.0,1.0,0.3768,0.6132,1
3124,2,2,0,2,36-45,Tier-3,Top_20pct,Graduate,5,5.774,589.96,0.0045,0.553,0.5621,0.2609,0.5,0.0,1.0,0.5269,0.4008,0
3125,2,1,0,0,36-45,Tier-2,Top_20pct,Below_Secondary,5,1.0,9904.5,0.5255,0.3127,0.7574,0.4533,0.5,0.5,1.0,0.5323,0.2439,0
3126,2,1,2,1,36-45,Tier-2,40_60pct,Secondary,6,1.0,2141.72,0.979,0.4936,0.6579,0.5254,0.5,0.5,0.5,0.3225,0.5942,1
3127,0,1,1,1,18-25,Tier-2,60_80pct,Secondary,5,1.0,264.11,0.8282,0.4529,0.617,0.3857,1.0,0.5,0.75,0.5336,0.4785,0
3128,4,1,0,1,55+,Tier-2,Top_20pct,Secondary,4,2.053,2059.47,0.844,0.3995,0.7244,0.5231,0.0,0.5,1.0,0.4076,0.3882,0
3129,3,1,2,1,46-55,Tier-2,40_60pct,Secondary,3,3.849,369.62,0.8067,0.4875,0.7156,0.3447,0.25,0.5,0.5,0.3262,0.4181,0
3130,3,1,3,1,46-55,Tier-2,20_40pct,Secondary,6,8.507,1065.25,0.0954,0.4613,0.6728,0.6156,0.25,0.5,0.25,0.6685,0.3751,0
3131,3,1,1,2,46-55,Tier-2,60_80pct,Graduate,4,1.0,1821.38,0.2026,0.5565,0.519,0.4736,0.25,0.5,0.75,0.4096,0.5617,1
3132,3,1,2,2,46-55,Tier-2,40_60pct,Graduate,7,1.0,,0.5632,0.4547,0.6839,0.4622,0.25,0.5,0.5,0.3556,0.3877,0
3133,2,1,0,3,36-45,Tier-2,Top_20pct,Postgraduate,2,9.962,376.16,0.535,0.6922,0.6092,0.4926,0.5,0.5,1.0,0.4869,0.5405,1
3134,0,1,4,0,18-25,Tier-2,Bottom_20pct,Below_Secondary,7,12.887,312.41,0.9401,0.4809,0.7109,0.4633,1.0,0.5,0.0,0.4082,0.4987,0
3135,2,1,1,0,36-45,Tier-2,60_80pct,Below_Secondary,1,4.007,256.68,0.7437,0.2617,0.6465,0.3886,0.5,0.5,0.75,0.6314,0.2953,0
3136,2,1,4,2,36-45,Tier-2,Bottom_20pct,Graduate,7,7.683,2754.26,0.3974,0.5078,0.5869,,0.5,0.5,0.0,0.6106,0.4479,0
3137,2,1,4,0,36-45,Tier-2,Bottom_20pct,Below_Secondary,1,2.098,1506.89,0.2488,0.3811,0.6102,0.3775,0.5,0.5,0.0,0.5208,0.3209,0
3138,2,1,3,2,36-45,Tier-2,20_40pct,Graduate,2,14.619,2036.41,0.7417,0.5314,0.5907,0.337,0.5,0.5,0.25,0.4409,0.3566,0
3139,0,0,0,2,18-25,Tier-1,Top_20pct,Graduate,1,11.763,137.56,0.7987,0.6541,0.731,0.7344,1.0,1.0,1.0,0.5614,0.6555,1
3140,1,0,2,1,26-35,Tier-1,40_60pct,Secondary,7,9.472,1325.52,0.7042,0.5609,0.7599,0.7089,0.75,1.0,0.5,0.3298,0.5971,1
3141,3,1,0,1,46-55,Tier-2,Top_20pct,Secondary,5,1.0,368.91,0.271,0.4279,0.7496,0.445,0.25,0.5,1.0,0.549,0.4471,0
3142,2,1,4,1,36-45,Tier-2,Bottom_20pct,Secondary,5,3.704,244.1,0.6455,0.4666,0.579,0.4796,0.5,0.5,0.0,0.6549,0.4722,0
3143,2,2,3,1,36-45,Tier-3,20_40pct,Secondary,6,1.0,,0.5235,0.5326,0.668,0.3403,0.5,0.0,0.25,0.3697,0.2976,0
3144,1,0,4,0,26-35,Tier-1,Bottom_20pct,Below_Secondary,5,5.657,712.34,0.3472,0.402,0.776,0.4364,0.75,1.0,0.0,0.4689,0.4029,0
3145,1,0,2,0,26-35,Tier-1,40_60pct,Below_Secondary,2,1.013,534.3,0.2958,0.4393,0.5892,0.464,0.75,1.0,0.5,0.5819,0.5939,1
3146,3,0,2,2,46-55,Tier-1,40_60pct,Graduate,3,5.101,1064.56,0.3498,0.5806,0.6823,0.905,0.25,1.0,0.5,0.4322,0.5928,1
3147,2,0,2,1,36-45,Tier-1,40_60pct,Secondary,2,1.0,737.66,0.5631,0.4803,0.7003,0.6998,0.5,1.0,0.5,0.5901,0.4988,0
3148,2,2,1,2,36-45,Tier-3,60_80pct,Graduate,7,7.066,1219.23,0.3299,0.5516,0.5477,0.2013,0.5,0.0,0.75,0.6208,0.3791,0
3149,1,0,2,1,26-35,Tier-1,40_60pct,Secondary,3,6.481,579.99,0.3304,0.5535,0.6979,0.507,0.75,1.0,0.5,0.2403,0.4631,0
3150,2,1,2,0,36-45,Tier-2,40_60pct,Below_Secondary,1,1.0,324.53,0.26,0.3948,0.8029,0.4439,0.5,0.5,0.5,0.4645,0.3989,0
3151,1,1,4,1,26-35,Tier-2,Bottom_20pct,Secondary,6,7.852,1605.15,0.0804,0.5714,0.7073,0.4399,0.75,0.5,0.0,0.5969,0.4662,0
3152,2,1,2,1,36-45,Tier-2,40_60pct,Secondary,7,1.0,1104.28,0.3081,0.3951,0.5797,0.5379,0.5,0.5,0.5,0.5478,0.5426,1
3153,1,2,3,0,26-35,Tier-3,20_40pct,Below_Secondary,1,1.0,662.48,0.1353,0.2611,0.6232,0.5136,0.75,0.0,0.25,0.6149,0.4329,0
3154,1,1,3,0,26-35,Tier-2,20_40pct,Below_Secondary,1,3.468,676.76,0.0152,0.3156,0.6012,0.5581,0.75,0.5,0.25,0.585,0.3663,0
3155,2,0,2,1,36-45,Tier-1,40_60pct,Secondary,3,4.459,455.82,0.6855,0.4398,0.685,0.5061,0.5,1.0,0.5,0.5904,0.4047,0
3156,3,2,1,1,46-55,Tier-3,60_80pct,Secondary,1,1.0,1177.28,0.3488,0.4932,0.757,0.3597,0.25,0.0,0.75,0.4789,0.3886,0
3157,0,2,2,2,18-25,Tier-3,40_60pct,Graduate,2,1.817,1175.08,0.3974,0.5223,0.7162,0.2639,1.0,0.0,0.5,0.7072,0.4771,0
3158,3,0,2,2,46-55,Tier-1,40_60pct,Graduate,7,2.62,271.29,0.0604,0.6649,0.5748,0.6603,0.25,1.0,0.5,0.5461,0.6136,1
3159,1,0,0,1,26-35,Tier-1,Top_20pct,Secondary,3,14.378,2866.41,0.4539,0.5573,0.6699,0.6128,0.75,1.0,1.0,0.6023,0.6129,1
3160,1,0,1,0,26-35,Tier-1,60_80pct,Below_Secondary,5,1.447,563.26,0.5154,0.2604,0.6715,0.6467,0.75,1.0,0.75,0.4243,0.4697,0
3161,0,0,4,2,18-25,Tier-1,Bottom_20pct,Graduate,7,1.509,462.7,0.786,0.7947,0.5717,0.6438,1.0,1.0,0.0,0.5113,0.7865,1
3162,1,2,0,2,26-35,Tier-3,Top_20pct,Graduate,3,5.385,1969.72,0.923,0.5019,0.719,0.2699,0.75,0.0,1.0,0.4242,0.4295,0
3163,1,1,3,3,26-35,Tier-2,20_40pct,Postgraduate,7,6.494,1218.52,0.4797,,0.5053,0.5301,0.75,0.5,0.25,0.3703,0.7154,1
3164,0,0,3,0,18-25,Tier-1,20_40pct,Below_Secondary,2,1.0,1089.46,0.8276,0.4624,0.6834,0.7198,1.0,1.0,0.25,0.4221,0.5471,1
3165,1,2,2,1,26-35,Tier-3,40_60pct,Secondary,6,1.0,1177.78,0.332,0.5534,0.5932,0.3869,0.75,0.0,0.5,0.7059,0.3135,0
3166,3,1,2,2,46-55,Tier-2,40_60pct,Graduate,2,2.213,1940.9,0.4781,0.4792,0.6222,0.4061,0.25,0.5,0.5,0.4574,0.434,0
3167,0,0,3,2,18-25,Tier-1,20_40pct,Graduate,2,4.999,251.58,0.798,0.6746,0.6747,0.715,1.0,1.0,0.25,0.2381,0.6503,1
3168,2,2,2,0,36-45,Tier-3,40_60pct,Below_Secondary,1,1.0,385.24,0.2784,0.3112,0.8165,0.1641,0.5,0.0,0.5,0.4885,0.2791,0
3169,1,2,0,2,26-35,Tier-3,Top_20pct,Graduate,7,2.208,2707.12,0.5462,0.7165,0.7822,0.3175,0.75,0.0,1.0,0.4973,0.4736,0
3170,2,2,4,1,36-45,Tier-3,Bottom_20pct,Secondary,6,1.0,351.27,0.6222,0.4109,0.5808,0.3263,0.5,0.0,0.0,0.3672,0.3909,0
3171,1,1,2,0,26-35,Tier-2,40_60pct,Below_Secondary,5,4.233,250.72,0.6228,0.4474,0.6522,0.45,0.75,0.5,0.5,0.3701,0.4488,0
3172,0,2,2,1,18-25,Tier-3,40_60pct,Secondary,6,2.779,955.0,0.5993,0.4705,,0.1748,1.0,0.0,0.5,0.2401,0.4403,0
3173,0,0,2,1,18-25,Tier-1,40_60pct,Secondary,5,7.758,453.69,0.878,0.5242,0.594,0.4044,1.0,1.0,0.5,0.6754,0.4516,0
3174,0,1,0,2,18-25,Tier-2,Top_20pct,Graduate,4,4.265,1158.27,0.3934,0.7089,0.7031,0.5355,1.0,0.5,1.0,0.4902,0.5919,1
3175,0,2,4,2,18-25,Tier-3,Bottom_20pct,Graduate,6,5.381,576.72,0.784,0.7309,0.6608,0.2419,1.0,0.0,0.0,0.4461,0.6043,1
3176,2,0,3,2,36-45,Tier-1,20_40pct,Graduate,6,5.561,450.46,0.4358,0.6573,0.3898,0.5395,0.5,1.0,0.25,0.7011,0.6207,1
3177,3,2,0,1,46-55,Tier-3,Top_20pct,Secondary,7,4.453,277.7,0.1088,0.5301,0.6342,0.2801,0.25,0.0,1.0,0.4046,0.3722,0
3178,3,1,4,0,46-55,Tier-2,Bottom_20pct,Below_Secondary,2,1.0,1047.01,0.7901,0.2318,0.5715,0.3875,0.25,0.5,0.0,0.5134,0.391,0
3179,2,0,3,1,36-45,Tier-1,20_40pct,Secondary,6,8.921,542.65,0.351,0.6277,0.6393,0.6639,0.5,1.0,0.25,0.4372,0.6671,1
3180,0,2,2,1,18-25,Tier-3,40_60pct,Secondary,1,12.427,776.14,0.7702,0.4214,0.7442,0.5127,1.0,0.0,0.5,0.5708,0.4779,0
3181,1,0,2,2,26-35,Tier-1,40_60pct,Graduate,7,3.82,323.69,0.1994,0.7744,0.4996,0.587,0.75,1.0,0.5,0.4121,0.6645,1
3182,1,1,0,1,26-35,Tier-2,Top_20pct,Secondary,3,1.0,987.13,0.6385,0.4491,0.6654,0.3536,0.75,0.5,1.0,0.2275,0.4897,0
3183,1,0,2,2,26-35,Tier-1,40_60pct,Graduate,1,5.317,657.13,0.4077,0.6592,0.5274,0.5275,0.75,1.0,0.5,0.4099,0.5739,1
3184,1,2,0,2,26-35,Tier-3,Top_20pct,Graduate,2,2.261,618.25,0.0437,0.5364,0.6217,0.469,0.75,0.0,1.0,0.7545,0.6037,1
3185,2,0,2,1,36-45,Tier-1,40_60pct,Secondary,1,1.0,1038.66,0.6435,0.4899,0.7652,0.5376,0.5,1.0,0.5,0.5354,0.4931,0
3186,1,0,2,2,26-35,Tier-1,40_60pct,Graduate,6,9.628,102.98,0.7942,0.6024,0.6316,0.6323,0.75,1.0,0.5,0.6049,0.5849,1
3187,1,0,3,1,26-35,Tier-1,20_40pct,Secondary,2,6.219,257.97,,0.5361,0.5466,0.6629,0.75,1.0,0.25,0.3461,0.6869,1
3188,3,2,3,2,46-55,Tier-3,20_40pct,Graduate,7,8.169,562.44,0.5232,0.5426,0.5579,0.3443,0.25,0.0,0.25,0.6195,0.3953,0
3189,2,1,1,2,36-45,Tier-2,60_80pct,Graduate,6,7.951,750.92,0.4555,0.4327,0.5811,0.401,0.5,0.5,0.75,0.425,0.4039,0
3190,1,1,4,0,26-35,Tier-2,Bottom_20pct,Below_Secondary,3,2.213,912.34,0.9301,0.2644,0.5999,0.4995,0.75,0.5,0.0,0.5398,0.4556,0
3191,3,1,2,1,46-55,Tier-2,40_60pct,Secondary,3,3.291,367.74,0.4206,0.4951,0.5859,0.5808,0.25,0.5,0.5,0.5766,0.4183,0
3192,4,1,2,2,55+,Tier-2,40_60pct,Graduate,5,1.331,879.14,0.2067,0.5646,0.7194,0.4235,0.0,0.5,0.5,0.3866,0.4173,0
3193,1,0,0,0,26-35,Tier-1,Top_20pct,Below_Secondary,6,7.03,463.17,0.413,0.3052,0.6719,0.6776,0.75,1.0,1.0,0.4156,0.4953,0
3194,1,1,3,2,26-35,Tier-2,20_40pct,Graduate,4,3.711,334.78,0.4406,0.7356,0.6031,0.4713,0.75,0.5,0.25,0.3734,0.5542,1
3195,1,0,4,1,26-35,Tier-1,Bottom_20pct,Secondary,1,5.249,1116.3,0.4288,0.4235,0.5923,0.505,0.75,1.0,0.0,0.2734,0.4793,0
3196,3,2,3,2,46-55,Tier-3,20_40pct,Graduate,4,2.205,1312.95,0.3122,0.6022,0.5642,0.3462,0.25,0.0,0.25,0.5372,0.4279,0
3197,3,2,4,3,46-55,Tier-3,Bottom_20pct,Postgraduate,1,5.684,1214.41,0.098,0.5307,0.5002,0.3351,0.25,0.0,0.0,0.449,0.3109,0
3198,0,0,1,2,18-25,Tier-1,60_80pct,Graduate,5,5.562,784.25,0.8998,0.6834,0.6782,0.7443,1.0,1.0,0.75,0.4734,0.5686,1
3199,1,0,3,1,26-35,Tier-1,20_40pct,Secondary,5,7.352,909.0,0.7261,0.6307,0.6191,0.534,0.75,1.0,0.25,0.6083,0.5914,1
3200,2,2,2,0,36-45,Tier-3,40_60pct,Below_Secondary,3,1.0,907.12,0.2843,0.5031,0.6895,0.2606,0.5,0.0,0.5,0.6098,0.3613,0
3201,1,0,0,0,26-35,Tier-1,Top_20pct,Below_Secondary,7,4.886,1524.83,0.6565,0.4853,0.4688,0.5744,0.75,1.0,1.0,0.5072,0.5408,1
3202,0,0,2,2,18-25,Tier-1,40_60pct,Graduate,7,10.58,2545.95,0.8708,0.7599,0.5013,0.7522,1.0,1.0,0.5,0.4905,0.7583,1
3203,3,0,3,1,46-55,Tier-1,20_40pct,Secondary,3,1.0,1738.59,0.4433,0.4275,,0.6416,0.25,1.0,0.25,0.3074,0.4329,0
3204,2,1,1,1,36-45,Tier-2,60_80pct,Secondary,6,16.189,187.3,0.481,0.4417,0.591,0.2835,0.5,0.5,0.75,0.5642,0.4406,0
3205,3,2,0,3,46-55,Tier-3,Top_20pct,Postgraduate,3,1.165,429.56,0.2866,0.7181,0.5759,0.2842,0.25,0.0,1.0,0.6201,0.4371,0
3206,3,0,0,1,46-55,Tier-1,Top_20pct,Secondary,6,13.787,3110.49,0.8578,,0.6321,0.5251,0.25,1.0,1.0,0.4731,0.4638,0
3207,2,0,1,2,36-45,Tier-1,60_80pct,Graduate,1,10.126,158.89,0.0238,0.8013,0.4738,0.6205,0.5,1.0,0.75,0.5435,0.7045,1
3208,1,1,0,2,26-35,Tier-2,Top_20pct,Graduate,6,7.352,451.15,0.5761,0.6015,0.6817,0.4875,0.75,0.5,1.0,0.6078,0.4623,0
3209,2,1,0,2,36-45,Tier-2,Top_20pct,Graduate,7,1.175,3654.0,0.9474,0.4567,0.6067,0.5036,0.5,0.5,1.0,0.4226,0.4975,0
3210,0,0,1,1,18-25,Tier-1,60_80pct,Secondary,4,1.22,232.45,0.4438,0.6684,0.6284,0.614,1.0,1.0,0.75,0.5719,0.6381,1
3211,2,0,4,1,36-45,Tier-1,Bottom_20pct,Secondary,7,1.501,328.44,0.1804,0.4585,0.5923,0.672,0.5,1.0,0.0,0.3398,0.6195,1
3212,0,2,3,3,18-25,Tier-3,20_40pct,Postgraduate,4,8.316,607.79,0.7493,0.8573,0.6634,0.4453,1.0,0.0,0.25,0.3992,0.6003,1
3213,2,2,1,1,36-45,Tier-3,60_80pct,Secondary,3,1.039,198.56,0.4428,0.5628,0.6051,0.2235,0.5,0.0,0.75,0.6695,0.4402,0
3214,1,2,4,2,26-35,Tier-3,Bottom_20pct,Graduate,5,4.348,1428.16,0.05,0.5426,0.6119,0.3835,0.75,0.0,0.0,0.4648,0.4661,0
3215,0,2,2,2,18-25,Tier-3,40_60pct,Graduate,4,7.515,1072.91,0.3551,0.585,0.5943,0.2879,1.0,0.0,0.5,0.5171,0.4533,0
3216,0,0,2,0,18-25,Tier-1,40_60pct,Below_Secondary,5,3.087,1866.64,0.4433,0.4993,0.5725,0.5897,1.0,1.0,0.5,0.6795,0.5521,1
3217,0,0,2,2,18-25,Tier-1,40_60pct,Graduate,3,9.186,158.24,0.687,0.6025,0.6392,0.6724,1.0,1.0,0.5,0.4327,0.7022,1
3218,2,0,1,2,36-45,Tier-1,60_80pct,Graduate,1,4.129,1065.63,0.9026,0.7107,0.6601,0.5349,0.5,1.0,0.75,0.7219,0.628,1
3219,2,0,1,2,36-45,Tier-1,60_80pct,Graduate,6,4.521,650.32,0.3923,0.814,0.6414,0.6181,0.5,1.0,0.75,0.5332,0.6617,1
3220,1,2,1,2,26-35,Tier-3,60_80pct,Graduate,2,5.647,161.08,0.3939,0.6226,0.6285,0.3071,0.75,0.0,0.75,0.2598,0.4644,0
3221,0,2,2,3,18-25,Tier-3,40_60pct,Postgraduate,4,9.353,3936.56,0.2274,0.5972,0.5566,0.4518,1.0,0.0,0.5,0.5877,0.5351,1
3222,0,1,2,1,18-25,Tier-2,40_60pct,Secondary,6,1.0,272.85,0.2684,0.532,0.6408,0.3463,1.0,0.5,0.5,0.4733,0.4677,0
3223,0,0,3,2,18-25,Tier-1,20_40pct,Graduate,6,2.492,989.89,0.4963,0.6632,0.5875,0.5855,1.0,1.0,0.25,0.2865,0.5089,1
3224,0,2,1,1,18-25,Tier-3,60_80pct,Secondary,3,16.483,486.99,,0.6972,0.6445,0.3208,1.0,0.0,0.75,0.4695,0.4871,0
3225,3,2,3,2,46-55,Tier-3,20_40pct,Graduate,3,1.0,1120.93,0.0042,0.5177,0.5902,0.3661,0.25,0.0,0.25,0.2869,0.435,0
3226,1,0,2,0,26-35,Tier-1,40_60pct,Below_Secondary,6,1.329,409.43,0.3711,0.361,0.5135,0.5707,0.75,1.0,0.5,0.3722,0.4982,0
3227,1,2,4,0,26-35,Tier-3,Bottom_20pct,Below_Secondary,4,4.231,1461.49,0.4636,0.4043,0.6495,0.4088,0.75,0.0,0.0,0.4516,0.3885,0
3228,0,0,1,0,18-25,Tier-1,60_80pct,Below_Secondary,2,9.755,2683.76,0.3322,0.4225,0.6278,0.5222,1.0,1.0,0.75,0.3882,0.4009,0
3229,0,0,4,1,18-25,Tier-1,Bottom_20pct,Secondary,7,1.0,744.58,0.6597,0.457,0.6132,0.6259,1.0,1.0,0.0,0.5774,0.5742,1
3230,1,1,3,0,26-35,Tier-2,20_40pct,Below_Secondary,1,1.0,153.36,0.4556,0.3315,0.5743,0.2658,0.75,0.5,0.25,0.5084,0.3587,0
3231,2,1,2,2,36-45,Tier-2,40_60pct,Graduate,4,5.808,221.86,0.7081,0.6511,,0.471,0.5,0.5,0.5,0.5487,0.5075,1
3232,1,0,2,1,26-35,Tier-1,40_60pct,Secondary,6,4.548,3340.01,0.0928,0.6621,0.6327,0.5331,0.75,1.0,0.5,0.5654,0.4867,0
3233,0,0,0,2,18-25,Tier-1,Top_20pct,Graduate,1,1.581,1118.9,0.9647,0.517,0.6828,0.6021,1.0,1.0,1.0,0.3741,0.5984,1
3234,1,2,4,0,26-35,Tier-3,Bottom_20pct,Below_Secondary,3,15.805,557.99,0.5411,0.4447,0.5098,0.2292,0.75,0.0,0.0,0.2905,0.351,0
3235,1,1,0,1,26-35,Tier-2,Top_20pct,Secondary,6,4.095,1780.7,0.1926,0.5193,0.5962,0.4957,0.75,0.5,1.0,0.5247,0.537,1
